file,type,len,dist,pred_tok,true_tok,pred_alt,true_alt,flip
tests\corpus\anvil_bench.exe,1,5,7739,25.6753,2.51741,30.5784,36.8354,0
tests\corpus\anvil_bench.exe,1,6,15923,25.8626,2.51741,32.9648,40.4227,0
tests\corpus\anvil_bench.exe,2,10,30480,41.2415,3.6412,51.0916,62.1009,0
tests\corpus\anvil_bench.exe,1,4,759,25.0726,2.51741,27.6781,32.6127,0
tests\corpus\anvil_bench.exe,1,5,143,24.6406,2.51741,24.8598,31.2824,0
tests\corpus\anvil_bench.exe,1,4,29,18.9832,1.46513,23.6225,28.3279,0
tests\corpus\anvil_bench.exe,1,8,26818,31.248,3.69469,55.9886,60.9168,0
tests\corpus\anvil_bench.exe,2,9,158,36.1913,3.71392,47.9055,57.3415,0
tests\corpus\anvil_bench.exe,2,9,70565,46.6776,6.28215,52.9606,61.0862,0
tests\corpus\anvil_bench.exe,3,57,155,91.5902,17.0347,353.505,372.164,0
tests\corpus\anvil_bench.exe,2,9,165,36.2025,5.08892,50.0136,61.0659,0
tests\corpus\anvil_bench.exe,1,5,80615,31.5338,3.56969,32.9419,39.1568,0
tests\corpus\anvil_bench.exe,2,64,158,82.2097,11.4742,396.678,418.679,0
tests\corpus\anvil_bench.exe,1,14,27088,31.2506,3.81969,82.6161,92.1154,0
tests\corpus\anvil_bench.exe,3,48,161,75.9075,14.3937,289.333,308.731,0
tests\corpus\anvil_bench.exe,2,8,12504,37.1711,5.71392,41.7402,52.2902,0
tests\corpus\anvil_bench.exe,1,5,7558,25.6691,2.51741,27.1327,33.5549,0
tests\corpus\anvil_bench.exe,2,39,144,47.2866,6.42638,229.008,245.944,0
tests\corpus\anvil_bench.exe,1,4,305,24.8363,1.51741,27.0721,30.4251,0
tests\corpus\anvil_bench.exe,3,4,147,26.0477,5.61744,31.7328,39.9553,0
tests\corpus\anvil_bench.exe,1,5,2454,25.3771,2.51741,34.2728,38.8745,0
tests\corpus\anvil_bench.exe,1,5,81214,31.5357,2.56969,34.937,38.5156,0
tests\corpus\anvil_bench.exe,2,48,27,62.485,12.031,325.309,332.748,0
tests\corpus\anvil_bench.exe,1,5,26181,31.2417,2.56969,32.696,36.1115,0
tests\corpus\anvil_bench.exe,2,26,1662,64.3081,9.38678,159.626,172.858,0
tests\corpus\anvil_bench.exe,1,21,6447,25.6278,4.01741,150.439,167.749,0
tests\corpus\anvil_bench.exe,2,28,6000,49.0092,6.35487,187.96,230.049,0
tests\corpus\anvil_bench.exe,1,6,32022,31.294,3.56969,37.52,42.0806,0
tests\corpus\anvil_bench.exe,1,8,70547,31.4991,3.69469,61.4254,79.1855,0
tests\corpus\anvil_bench.exe,1,4,21392,31.1893,3.56969,32.8794,35.1507,0
tests\corpus\anvil_bench.exe,1,7,20,18.8906,1.59013,42.3157,46.9597,0
tests\corpus\anvil_bench.exe,1,14,49,19.1159,1.71513,99.6527,132.979,0
tests\corpus\anvil_bench.exe,2,32,32,75.7508,11.8983,224.105,256.519,0
tests\corpus\anvil_bench.exe,1,4,9336,25.724,2.51741,26.5292,31.224,0
tests\corpus\anvil_bench.exe,2,19,68861,78.1285,12.346,128.983,151.443,0
tests\corpus\anvil_bench.exe,1,5,12833,25.8066,2.51741,34.9105,38.4809,0
tests\corpus\anvil_bench.exe,1,15,9713,25.7343,2.89241,110.178,147.719,0
tests\corpus\anvil_bench.exe,2,9,35085,38.6716,5.3912,48.8163,55.3317,0
tests\corpus\anvil_bench.exe,1,6,16,18.8357,1.46513,42.5619,58.7308,0
tests\corpus\anvil_bench.exe,2,12,5413,48.9182,7.49583,81.1359,86.2606,0
tests\corpus\anvil_bench.exe,1,5,4667,25.5439,2.51741,27.1866,32.0067,0
tests\corpus\anvil_bench.exe,1,11,70780,31.5,3.69469,84.4064,109.098,0
tests\corpus\anvil_bench.exe,1,6,176,24.6942,1.51741,42.5475,56.2165,0
tests\corpus\anvil_bench.exe,1,7,19188,31.161,2.69469,41.9174,46.9397,0
tests\corpus\anvil_bench.exe,1,4,45,19.0942,1.46513,27.0232,30.9333,0
tests\corpus\anvil_bench.exe,1,10,36,19.0377,3.59013,77.6419,102.106,0
tests\corpus\anvil_bench.exe,1,5,88864,31.5591,2.56969,38.3957,44.4211,0
tests\corpus\anvil_bench.exe,1,5,89279,31.5603,3.56969,33.3913,38.0456,0
tests\corpus\anvil_bench.exe,2,17,1643,63.1923,9.02773,70.5874,91.8637,0
tests\corpus\anvil_bench.exe,2,13,25340,44.6209,6.40715,61.8626,76.8711,0
tests\corpus\anvil_bench.exe,1,5,1814,25.2986,2.51741,36.635,40.621,0
tests\corpus\anvil_bench.exe,2,15,20183,58.2155,7.92311,73.1311,87.6797,0
tests\corpus\anvil_bench.exe,2,11,25352,48.6248,8.04811,56.2362,67.3076,0
tests\corpus\anvil_bench.exe,1,4,14227,25.8334,2.51741,27.8763,31.5107,0
tests\corpus\anvil_bench.exe,2,8,20341,42.13,4.6412,41.4936,50.4948,0
tests\corpus\anvil_bench.exe,2,17,21918,68.319,11.3141,98.4441,110.449,0
tests\corpus\anvil_bench.exe,2,36,14,101.611,17.2198,213.428,232.696,0
tests\corpus\anvil_bench.exe,1,5,12996,25.8099,2.51741,29.1974,36.4778,0
tests\corpus\anvil_bench.exe,2,9,20061,47.5782,5.53215,52.7841,61.4639,0
tests\corpus\anvil_bench.exe,2,11,83606,48.4569,6.53215,53.5789,65.416,0
tests\corpus\anvil_bench.exe,1,7,18,18.8646,1.59013,24.2865,36.2212,0
tests\corpus\anvil_bench.exe,2,30,7,60.0657,10.4755,169.303,189.058,0
tests\corpus\anvil_bench.exe,2,12,88820,42.1435,5.8912,57.3863,70.4053,0
tests\corpus\anvil_bench.exe,2,13,81,47.4838,5.69355,68.8997,81.9595,0
tests\corpus\anvil_bench.exe,2,29,89200,85.4131,14.471,220.015,262.042,0
tests\corpus\anvil_bench.exe,2,11,91216,41.8707,4.6412,80.207,88.9907,0
tests\corpus\anvil_bench.exe,1,5,27293,31.2525,2.56969,32.4296,37.2307,0
tests\corpus\anvil_bench.exe,1,4,11556,25.7794,2.51741,29.3691,33.7327,0
tests\corpus\anvil_bench.exe,2,10,16685,52.2747,7.78215,56.3028,67.6353,0
tests\corpus\anvil_bench.exe,1,5,9808,25.7368,2.51741,25.737,31.7986,0
tests\corpus\anvil_bench.exe,1,4,34,19.0233,1.46513,21.2592,28.4857,0
tests\corpus\anvil_bench.exe,1,6,10778,25.7613,2.51741,32.4915,39.0751,0
tests\corpus\anvil_bench.exe,2,8,35951,42.7241,5.2662,50.6843,57.091,0
tests\corpus\anvil_bench.exe,1,5,140,24.6351,2.51741,24.6762,32.0309,0
tests\corpus\anvil_bench.exe,3,5,71824,33.0288,3.66972,34.0423,38.5471,0
tests\corpus\anvil_bench.exe,2,56,15,100.499,17.7198,351.872,372.145,0
tests\corpus\anvil_bench.exe,2,9,61554,40.9307,6.28215,37.7886,48.6505,0
tests\corpus\anvil_bench.exe,1,7,56389,31.441,3.69469,58.271,65.654,0
tests\corpus\anvil_bench.exe,1,4,828,25.0951,2.51741,33.6498,39.1668,0
tests\corpus\anvil_bench.exe,1,5,6162,25.6161,2.51741,27.9983,38.1025,0
tests\corpus\anvil_bench.exe,2,11,11328,33.1727,4.33892,50.7248,65.7827,0
tests\corpus\anvil_bench.exe,3,10,74,26.7,4.33112,65.8584,70.5317,0
tests\corpus\anvil_bench.exe,3,36,13,55.3504,11.3095,243.174,251.261,0
tests\corpus\anvil_bench.exe,3,22,25,41.5961,8.09707,150.369,156.016,0
tests\corpus\anvil_bench.exe,1,4,101,19.301,1.46513,22.4751,28.4813,0
tests\corpus\anvil_bench.exe,1,5,26729,31.2471,2.56969,33.8007,37.8847,0
tests\corpus\anvil_bench.exe,1,8,144,24.6424,2.64241,67.6319,77.7495,0
tests\corpus\anvil_bench.exe,3,4,47,20.5053,2.56516,29.781,32.8136,0
tests\corpus\anvil_bench.exe,2,17,334,43.0056,4.97987,133.229,168.999,0
tests\corpus\anvil_bench.exe,1,5,71482,31.5026,3.56969,35.8549,42.7113,0
tests\corpus\anvil_bench.exe,2,9,34589,38.9901,4.6412,51.2429,59.6649,0
tests\corpus\anvil_bench.exe,1,4,40637,31.3559,3.56969,32.8346,34.6606,0
tests\corpus\anvil_bench.exe,1,7,59964,31.4569,3.69469,51.3516,55.4278,0
tests\corpus\anvil_bench.exe,1,6,67644,31.4882,2.56969,33.7493,42.769,0
tests\corpus\anvil_bench.exe,1,21,59995,31.4571,4.06969,145.115,146.742,0
tests\corpus\anvil_bench.exe,1,6,6642,25.6356,2.51741,33.7524,44.0853,0
tests\corpus\anvil_bench.exe,1,5,116,19.3367,1.46513,31.9405,36.9714,0
tests\corpus\anvil_bench.exe,2,8,183,34.627,4.71392,41.275,49.5591,0
tests\corpus\anvil_bench.exe,1,5,58001,31.4483,2.56969,34.9193,39.2261,0
tests\corpus\anvil_bench.exe,1,8,244,24.7786,1.64241,41.6429,49.9115,0
tests\corpus\anvil_bench.exe,2,31,18528,84.2671,13.596,251.912,292.9,0
tests\corpus\anvil_bench.exe,3,7,2887,27.1943,3.74244,46.7341,52.8276,0
tests\corpus\anvil_bench.exe,2,10,66884,48.478,6.40715,60.2285,69.9928,0
tests\corpus\anvil_bench.exe,2,12,5520,44.8645,6.60487,75.9918,86.8401,0
tests\corpus\anvil_bench.exe,2,9,77595,42.0467,5.6412,43.5292,55.8014,0
tests\corpus\anvil_bench.exe,2,10,87782,46.3925,6.67311,45.2014,56.6705,0
tests\corpus\anvil_bench.exe,2,14,11519,52.4913,7.62083,70.5088,86.6322,0
tests\corpus\anvil_bench.exe,1,7,3760,25.4878,2.64241,33.1055,44.4886,0
tests\corpus\anvil_bench.exe,2,10,30795,42.9339,4.8912,44.9405,59.4035,0
tests\corpus\anvil_bench.exe,2,9,34102,42.8354,5.8912,48.7315,58.6536,0
tests\corpus\anvil_bench.exe,1,8,75518,31.5168,4.69469,38.5377,50.3279,0
tests\corpus\anvil_bench.exe,2,23,72739,72.8674,10.955,136.763,155.742,0
tests\corpus\anvil_bench.exe,2,17,35150,58.21,7.67311,93.3187,108.567,0
tests\corpus\anvil_bench.exe,1,7,83001,31.5414,4.69469,35.3946,44.4872,0
tests\corpus\anvil_bench.exe,2,18,16,37.9713,5.67759,93.565,109.933,0
tests\corpus\anvil_bench.exe,1,10,3035,25.4322,1.64241,61.1285,70.6053,0
tests\corpus\anvil_bench.exe,2,8,150,36.0529,3.58892,41.1624,52.8012,0
tests\corpus\anvil_bench.exe,2,11,18483,41.5918,5.6412,52.1626,66.8797,0
tests\corpus\anvil_bench.exe,3,6,73223,38.4876,5.31068,39.7458,45.6648,0
tests\corpus\anvil_bench.exe,1,8,18388,31.15,3.69469,40.6841,52.4506,0
tests\corpus\anvil_bench.exe,1,7,84921,31.5473,3.69469,39.5754,45.0889,0
tests\corpus\anvil_bench.exe,2,11,175,45.9677,4.60487,52.1678,67.5195,0
tests\corpus\anvil_bench.exe,2,9,29571,40.1948,5.5162,47.1162,56.7729,0
tests\corpus\anvil_bench.exe,2,10,30583,39.1257,4.5162,44.6975,60.1328,0
tests\corpus\anvil_bench.exe,1,4,9543,25.7297,2.51741,26.0428,29.4952,0
tests\corpus\anvil_bench.exe,1,4,3484,25.468,2.51741,26.5008,29.794,0
tests\corpus\anvil_bench.exe,1,6,32862,31.3008,2.56969,36.2291,43.9957,0
tests\corpus\anvil_bench.exe,2,8,36590,38.7138,5.6412,42.2651,49.9582,0
tests\corpus\anvil_bench.exe,2,11,76797,41.0433,5.6412,46.0694,60.71,0
tests\corpus\anvil_bench.exe,1,9,88766,31.5588,2.69469,51.3037,59.6016,0
tests\corpus\anvil_bench.exe,2,18,267,48.0499,7.37083,88.8066,107.434,0
tests\corpus\anvil_bench.exe,1,4,87,19.2627,1.46513,26.0685,29.5751,0
tests\corpus\anvil_bench.exe,2,8,63531,42.8719,7.2662,37.834,52.7336,0
tests\corpus\anvil_bench.exe,1,4,694,25.0494,1.51741,30.3691,33.9153,0
tests\corpus\anvil_bench.exe,1,4,36,19.0377,1.46513,26.0685,29.5751,0
tests\corpus\anvil_bench.exe,2,16,691,44.8447,6.10487,96.748,111.64,0
tests\corpus\anvil_bench.exe,1,4,583,25.0042,1.51741,25.1528,28.6679,0
tests\corpus\anvil_bench.exe,1,6,12783,25.8056,2.51741,38.154,42.8026,0
tests\corpus\anvil_bench.exe,1,4,71,19.2106,1.46513,26.0685,29.5751,0
tests\corpus\anvil_bench.exe,1,6,27295,31.2526,3.56969,32.5332,40.1582,0
tests\corpus\anvil_bench.exe,2,8,88992,41.636,4.7662,54.5528,58.5577,0
tests\corpus\anvil_bench.exe,1,5,219,24.7506,2.51741,33.929,37.9648,0
tests\corpus\anvil_bench.exe,1,4,683,25.0452,2.51741,26.5105,30.2256,0
tests\corpus\anvil_bench.exe,1,6,11612,25.7806,2.51741,30.0572,40.1779,0
tests\corpus\anvil_bench.exe,2,13,27616,56.3168,7.67311,66.9873,83.3912,0
tests\corpus\anvil_bench.exe,1,12,32848,31.3006,3.81969,55.0071,71.3999,0
tests\corpus\anvil_bench.exe,1,7,33146,31.303,2.69469,32.9003,43.6807,0
tests\corpus\anvil_bench.exe,1,5,37,19.0446,1.46513,21.5331,33.1626,0
tests\corpus\anvil_bench.exe,1,6,4776,25.5499,3.51741,31.7147,42.0938,0
tests\corpus\anvil_bench.exe,1,8,73827,31.5109,3.69469,42.2897,54.1236,0
tests\corpus\anvil_bench.exe,1,7,83049,31.5415,2.69469,44.766,50.0781,0
tests\corpus\anvil_bench.exe,1,8,399,24.9059,2.64241,35.7944,47.8611,0
tests\corpus\anvil_bench.exe,1,5,31,19,1.46513,26.3274,33.4122,0
tests\corpus\anvil_bench.exe,1,5,48,19.1106,2.46513,19.7959,27.7728,0
tests\corpus\anvil_bench.exe,1,6,65,19.188,1.46513,32.3101,43.6017,0
tests\corpus\anvil_bench.exe,1,11,7997,25.6838,2.64241,49.8596,65.6955,0
tests\corpus\anvil_bench.exe,1,5,30752,31.2835,3.56969,33.6551,38.0213,0
tests\corpus\anvil_bench.exe,1,6,102,19.3036,1.46513,31.7147,42.0938,0
tests\corpus\anvil_bench.exe,2,14,31287,56.1942,9.04811,69.1534,84.5992,0
tests\corpus\anvil_bench.exe,1,5,65235,31.4788,2.56969,34.2684,39.9365,0
tests\corpus\anvil_bench.exe,1,9,73686,31.5104,3.69469,45.1169,55.4827,0
tests\corpus\anvil_bench.exe,1,9,176,24.6942,2.64241,38.0296,51.8332,0
tests\corpus\anvil_bench.exe,1,6,52771,31.4237,3.56969,32.6877,43.2427,0
tests\corpus\anvil_bench.exe,1,4,3769,25.4885,1.51741,26.2177,29.5833,0
tests\corpus\anvil_bench.exe,2,10,72030,49.2717,6.65715,58.5924,66.3059,0
tests\corpus\anvil_bench.exe,1,5,67032,31.4859,3.56969,35.0817,39.1816,0
tests\corpus\anvil_bench.exe,1,10,1360,25.2239,1.64241,44.2632,58.0174,0
tests\corpus\anvil_bench.exe,1,9,144,24.6424,2.64241,52.7941,63.292,0
tests\corpus\anvil_bench.exe,1,9,131,24.618,2.64241,46.7061,58.3607,0
tests\corpus\anvil_bench.exe,2,10,18232,41.0631,4.6412,54.5456,64.5889,0
tests\corpus\anvil_bench.exe,1,4,118,19.3411,2.46513,24.3467,28.6029,0
tests\corpus\anvil_bench.exe,2,13,148,32.298,4.46392,75.1251,86.7684,0
tests\corpus\anvil_bench.exe,2,10,44608,39.632,4.6412,51.4962,62.9186,0
tests\corpus\anvil_bench.exe,2,23,114,36.7191,5.92759,152.047,162.861,0
tests\corpus\anvil_bench.exe,2,9,31224,42.8125,5.8912,48.9635,58.4726,0
tests\corpus\anvil_bench.exe,1,8,185,24.707,1.64241,57.477,59.8759,0
tests\corpus\anvil_bench.exe,1,6,186,24.7084,1.51741,45.7123,50.7458,0
tests\corpus\anvil_bench.exe,1,7,84162,31.545,3.69469,47.9644,51.4901,0
tests\corpus\anvil_bench.exe,1,5,72740,31.5071,3.56969,35.7574,38.4602,0
tests\corpus\anvil_bench.exe,2,13,808,47.4076,7.24583,67.0262,84.1568,0
tests\corpus\anvil_bench.exe,1,5,32,19.008,1.46513,20.5524,28.4619,0
tests\corpus\anvil_bench.exe,1,6,789,25.0826,2.51741,31.5517,41.8221,0
tests\corpus\anvil_bench.exe,2,8,9333,34.5991,4.58892,42.3059,50.413,0
tests\corpus\anvil_bench.exe,1,4,104,19.3086,1.46513,28.2199,31.2155,0
tests\corpus\anvil_bench.exe,2,14,282,52.7661,7.88678,83.8974,96.2282,0
tests\corpus\anvil_bench.exe,1,6,297,24.8295,1.51741,39.492,45.5819,0
tests\corpus\anvil_bench.exe,1,8,831,25.0961,2.64241,39.636,51.9768,0
tests\corpus\anvil_bench.exe,1,7,33173,31.3032,2.69469,35.0216,46.3319,0
tests\corpus\anvil_bench.exe,1,4,18,18.8646,1.46513,26.6654,32.1189,0
tests\corpus\anvil_bench.exe,1,10,1011,25.1469,2.64241,49.3208,62.3803,0
tests\corpus\anvil_bench.exe,1,9,6464,25.6285,2.64241,43.2647,55.2447,0
tests\corpus\anvil_bench.exe,1,10,40,19.0644,1.59013,49.3208,62.3803,0
tests\corpus\anvil_bench.exe,1,8,1032,25.1523,1.64241,52.5436,56.0163,0
tests\corpus\anvil_bench.exe,1,4,1639,25.2723,2.51741,28.0439,31.7355,0
tests\corpus\anvil_bench.exe,1,6,646,25.0308,2.51741,32.3101,43.6017,0
tests\corpus\anvil_bench.exe,2,17,30916,59.766,8.79811,86.0585,106.923,0
tests\corpus\anvil_bench.exe,2,10,15840,43.0496,5.35487,49.1421,60.8128,0
tests\corpus\anvil_bench.exe,1,5,724,25.0603,1.51741,36.6097,40.2193,0
tests\corpus\anvil_bench.exe,3,6,724,32.0392,6.2584,35.7867,41.5932,0
tests\corpus\anvil_bench.exe,1,5,711,25.0556,2.51741,26.1783,34.4216,0
tests\corpus\anvil_bench.exe,1,9,22253,31.1995,3.69469,44.3581,56.9493,0
tests\corpus\anvil_bench.exe,2,10,74116,43.162,5.6412,52.61,65.7667,0
tests\corpus\anvil_bench.exe,1,5,229,24.7622,1.51741,34.2684,39.9365,0
tests\corpus\anvil_bench.exe,1,7,656,25.0348,1.64241,42.3148,47.2785,0
tests\corpus\anvil_bench.exe,2,58,652,52.1832,6.78543,399.558,410.601,0
tests\corpus\anvil_bench.exe,2,32,305,75.1791,11.0277,211.223,229.882,0
tests\corpus\anvil_bench.exe,2,19,31171,77.5844,10.971,98.6217,119.776,0
tests\corpus\anvil_bench.exe,1,6,5395,25.5816,2.51741,38.3479,42.845,0
tests\corpus\anvil_bench.exe,3,4,1942,26.7163,2.61744,30.3703,36.8138,0
tests\corpus\anvil_bench.exe,2,19,45,31.6268,4.03664,103.068,123.923,0
tests\corpus\anvil_bench.exe,1,8,18833,31.1562,3.69469,39.5011,50.9828,0
tests\corpus\anvil_bench.exe,2,11,70743,48.0823,7.53215,62.2003,70.812,0
tests\corpus\anvil_bench.exe,2,16,38,30.0933,3.78664,83.5615,102.709,0
tests\corpus\anvil_bench.exe,2,11,7075,45.6943,6.87083,51.1602,65.2952,0
tests\corpus\anvil_bench.exe,2,18,43,41.2327,6.05259,97.4522,114.991,0
tests\corpus\anvil_bench.exe,2,10,83179,37.8521,5.2662,57.3559,66.4646,0
tests\corpus\anvil_bench.exe,1,5,1358,25.2235,1.51741,30.0324,34.6888,0
tests\corpus\anvil_bench.exe,1,5,7921,25.6813,2.51741,33.7764,38.4708,0
tests\corpus\anvil_bench.exe,1,8,401,24.9072,3.64241,40.8938,53.5067,0
tests\corpus\anvil_bench.exe,1,8,151,24.6546,1.64241,39.5011,50.9828,0
tests\corpus\anvil_bench.exe,1,4,10223,25.7475,2.51741,26.6137,31.2721,0
tests\corpus\anvil_bench.exe,2,17,1016,37.6732,5.33892,124.99,130.949,0
tests\corpus\anvil_bench.exe,2,11,19269,50.9162,5.65715,55.9237,70.09,0
tests\corpus\anvil_bench.exe,1,6,6555,25.6321,2.51741,28.7475,39.4535,0
tests\corpus\anvil_bench.exe,2,22,833,59.0441,10.0277,111.418,135.816,0
tests\corpus\anvil_bench.exe,1,4,1997,25.3236,1.51741,28.4212,32.4154,0
tests\corpus\anvil_bench.exe,2,8,300,36.2321,4.58892,41.1962,53.8553,0
tests\corpus\anvil_bench.exe,1,4,12438,25.7985,2.51741,30.1261,32.7114,0
tests\corpus\anvil_bench.exe,2,17,74316,51.2861,7.29811,85.8269,101.824,0
tests\corpus\anvil_bench.exe,1,6,84306,31.5454,4.56969,39.5603,45.8999,0
tests\corpus\anvil_bench.exe,2,9,9562,37.2552,3.58892,46.8633,59.36,0
tests\corpus\anvil_bench.exe,2,28,75114,52.9397,8.54811,144.388,167.717,0
tests\corpus\anvil_bench.exe,1,6,35711,31.3223,2.56969,37.2756,44.1549,0
tests\corpus\anvil_bench.exe,2,13,6680,40.7751,6.60487,65.8477,82.4349,0
tests\corpus\anvil_bench.exe,2,9,85024,43.0726,4.6412,50.1983,61.5109,0
tests\corpus\anvil_bench.exe,1,4,24432,31.2238,2.56969,31.6593,34.9258,0
tests\corpus\anvil_bench.exe,2,10,462,35.2593,5.58892,45.7272,60.4539,0
tests\corpus\anvil_bench.exe,3,6,1899,31.1207,4.1334,37.4957,43.5712,0
tests\corpus\anvil_bench.exe,1,6,47718,31.3976,4.56969,32.579,38.6322,0
tests\corpus\anvil_bench.exe,2,8,91436,42.4942,5.7662,49.4613,57.2671,0
tests\corpus\anvil_bench.exe,2,11,567,38.647,4.47987,68.4403,74.3132,0
tests\corpus\anvil_bench.exe,1,17,68112,31.49,2.94469,83.5894,107.926,0
tests\corpus\anvil_bench.exe,1,4,127,19.36,3.46513,25.3173,29.8579,0
tests\corpus\anvil_bench.exe,1,4,24599,31.2255,2.56969,31.658,34.9162,0
tests\corpus\anvil_bench.exe,1,5,68746,31.4924,3.56969,41.0629,44.3407,0
tests\corpus\anvil_bench.exe,2,8,1981,35.3634,4.58892,40.6841,51.834,0
tests\corpus\anvil_bench.exe,2,8,60669,39.8928,4.5162,48.329,58.0308,0
tests\corpus\anvil_bench.exe,2,15,857,54.6668,9.13678,84.2012,94.9961,0
tests\corpus\anvil_bench.exe,3,6,857,31.8776,4.2584,36.0754,42.8223,0
tests\corpus\anvil_bench.exe,1,5,17,18.8506,2.46513,23.8121,30.8721,0
tests\corpus\anvil_bench.exe,2,11,77398,40.6946,4.5162,63.0578,72.2716,0
tests\corpus\anvil_bench.exe,2,65,27,123.339,19.5732,390.58,412.909,0
tests\corpus\anvil_bench.exe,1,8,6508,25.6303,2.64241,41.2451,52.6067,0
tests\corpus\anvil_bench.exe,2,8,13874,37.2268,6.58892,42.804,55.0295,0
tests\corpus\anvil_bench.exe,1,5,29284,31.2708,2.56969,32.6127,36.6563,0
tests\corpus\anvil_bench.exe,1,4,13,18.7853,1.46513,19.8744,26.0712,0
tests\corpus\anvil_bench.exe,1,12,2912,25.4215,3.76741,64.2312,77.3796,0
tests\corpus\anvil_bench.exe,1,9,96,19.288,1.59013,57.1923,63.6509,0
tests\corpus\anvil_bench.exe,3,4,96,20.688,2.56516,25.8191,30.8633,0
tests\corpus\anvil_bench.exe,2,11,178,49.059,5.37083,61.8132,70.3813,0
tests\corpus\anvil_bench.exe,1,4,10299,25.7495,3.51741,29.993,32.1732,0
tests\corpus\anvil_bench.exe,1,9,683,25.0452,1.64241,50.3274,62.1849,0
tests\corpus\anvil_bench.exe,1,5,262,24.797,2.51741,41.0629,44.3407,0
tests\corpus\anvil_bench.exe,1,8,250,24.7849,2.64241,40.6841,51.834,0
tests\corpus\anvil_bench.exe,2,12,28273,42.2819,4.8912,56.5639,69.9863,0
tests\corpus\anvil_bench.exe,2,11,31606,54.9944,8.42311,55.3272,71.6005,0
tests\corpus\anvil_bench.exe,3,6,375,30.7,3.1334,34.0901,39.0933,0
tests\corpus\anvil_bench.exe,2,19,1145,52.8556,7.87083,114.178,124.345,0
tests\corpus\anvil_bench.exe,1,4,17,18.8506,1.46513,21.1039,27.793,0
tests\corpus\anvil_bench.exe,3,39,261,123.18,20.1144,242.448,261.203,0
tests\corpus\anvil_bench.exe,2,38,27,90.1332,13.6879,241.436,264.095,0
tests\corpus\anvil_bench.exe,1,5,133,24.6219,2.51741,27.6359,36.0471,0
tests\corpus\anvil_bench.exe,1,8,70602,31.4993,3.69469,35.7165,45.3213,0
tests\corpus\anvil_bench.exe,2,8,192,36.1166,3.58892,42.0421,53.931,0
tests\corpus\anvil_bench.exe,2,11,77978,50.0586,6.53215,55.3272,69.7375,0
tests\corpus\anvil_bench.exe,3,6,174,31.67,5.2584,39.3398,42.866,0
tests\corpus\anvil_bench.exe,2,13,74793,58.602,8.06406,62.1508,75.7621,0
tests\corpus\anvil_bench.exe,1,4,7293,25.6598,2.51741,26.2842,29.9341,0
tests\corpus\anvil_bench.exe,2,9,23216,42.3954,5.0162,53.784,60.5472,0
tests\corpus\anvil_bench.exe,2,8,32018,36.0268,6.3912,27.2938,40.999,0
tests\corpus\anvil_bench.exe,2,9,43280,41.8951,4.6412,49.2448,56.8713,0
tests\corpus\anvil_bench.exe,1,7,303,24.8346,1.64241,36.6336,48.5184,0
tests\corpus\anvil_bench.exe,3,5,13,20.3103,2.56516,22.6584,31.3453,0
tests\corpus\anvil_bench.exe,1,4,375,24.8898,2.51741,30.4618,34.2219,0
tests\corpus\anvil_bench.exe,3,130,544,339.643,60.5549,803.168,833.131,0
tests\corpus\anvil_bench.exe,1,4,113,19.3299,2.46513,22.7844,28.6818,0
tests\corpus\anvil_bench.exe,1,4,533,24.9809,1.51741,26.7642,30.5782,0
tests\corpus\anvil_bench.exe,1,4,63,19.18,2.46513,22.9282,28.8353,0
tests\corpus\anvil_bench.exe,1,7,61376,31.463,3.69469,36.4747,44.0381,0
tests\corpus\anvil_bench.exe,1,9,80,19.2412,1.59013,60.1023,66.2615,0
tests\corpus\anvil_bench.exe,3,6,80,26.22,4.20612,37.0666,42.6146,0
tests\corpus\anvil_bench.exe,2,11,162,43.4032,4.60487,66.162,74.966,0
tests\corpus\anvil_bench.exe,1,10,528,24.9785,2.64241,58.2815,69.4341,0
tests\corpus\anvil_bench.exe,1,7,998,25.1436,1.64241,30.7976,40.2526,0
tests\corpus\anvil_bench.exe,1,5,36807,31.3302,4.56969,32.855,39.0613,0
tests\corpus\anvil_bench.exe,2,9,30482,41.4482,4.6412,46.6694,58.0702,0
tests\corpus\anvil_bench.exe,1,4,12844,25.8068,2.51741,27.2572,33.0668,0
tests\corpus\anvil_bench.exe,1,4,10980,25.7661,2.51741,27.8703,33.2952,0
tests\corpus\anvil_bench.exe,2,8,9,30.0979,4.78664,52.6423,60.2528,0
tests\corpus\anvil_bench.exe,2,23,1039,46.9469,5.97987,115.264,136.153,0
tests\corpus\anvil_bench.exe,1,4,11002,25.7666,2.51741,27.1175,32.995,0
tests\corpus\anvil_bench.exe,1,8,15432,25.8545,2.64241,37.5788,49.2266,0
tests\corpus\anvil_bench.exe,2,27,20595,70.5505,12.455,142.589,167.721,0
tests\corpus\anvil_bench.exe,1,6,8403,25.6966,2.51741,31.0947,41.4121,0
tests\corpus\anvil_bench.exe,2,9,1073,35.1664,3.58892,47.9857,59.2705,0
tests\corpus\anvil_bench.exe,2,10,21061,44.3334,7.28215,50.238,62.9002,0
tests\corpus\anvil_bench.exe,1,4,14547,25.8391,2.51741,26.4278,30.1009,0
tests\corpus\anvil_bench.exe,3,6,1571,32.2401,4.2584,37.6713,42.3899,0
tests\corpus\anvil_bench.exe,1,4,8298,25.6934,2.51741,25.9165,29.6423,0
tests\corpus\anvil_bench.exe,3,5,486,26.482,3.61744,35.7991,40.9394,0
