file,type,len,dist,pred_tok,true_tok,pred_alt,true_alt,flip
tests\corpus\generated.jsonl,2,357,144986,359.36,44.1294,1770.78,2006.62,0
tests\corpus\generated.jsonl,2,1350,26280,849.472,101.709,6553.3,7611.64,0
tests\corpus\generated.jsonl,2,187,140760,94.071,12.5545,896.033,1067.71,0
tests\corpus\generated.jsonl,2,231,139822,152.731,18.735,1114.01,1320.61,0
tests\corpus\generated.jsonl,2,591,72532,544.448,70.7459,2903.22,3334.65,0
tests\corpus\generated.jsonl,2,1520,26297,913.348,110.131,7324.94,8565.52,0
tests\corpus\generated.jsonl,2,352,143106,306.564,38.0267,1735.99,1985.24,0
tests\corpus\generated.jsonl,2,2048,9400,1248.7,150.495,9912.68,11523.9,0
tests\corpus\generated.jsonl,2,2048,1878,1184.71,144.467,9915.68,11517.4,0
tests\corpus\generated.jsonl,2,2048,939,1300.09,159.509,9963.77,11553,0
tests\corpus\generated.jsonl,2,1950,4695,1117.24,134.209,9427.72,10961.9,0
tests\corpus\generated.jsonl,2,1169,103273,791.793,95.2313,5659.33,6585.98,0
tests\corpus\generated.jsonl,1,5,144988,31.6862,4.06779,31.9241,29.6445,0
tests\corpus\generated.jsonl,2,1167,63855,768.109,94.2173,5646.97,6577.91,0
tests\corpus\generated.jsonl,1,5,144986,31.6862,5.06779,32.9908,29.6421,0
tests\corpus\generated.jsonl,2,2048,57266,1269.26,157.497,9961.21,11521.5,0
tests\corpus\generated.jsonl,2,1467,4691,861.64,104.948,7098.76,8265.59,0
tests\corpus\generated.jsonl,2,117,143107,128.613,16.4205,574.694,650.142,0
tests\corpus\generated.jsonl,2,2048,9383,1231.57,148.495,9887.64,11493.5,0
tests\corpus\generated.jsonl,2,2048,1878,1142.99,142.453,9881.5,11502.7,0
tests\corpus\generated.jsonl,2,362,4458,310.764,41.1133,1766.82,2023.97,0
tests\corpus\generated.jsonl,2,345,4691,183.373,21.9743,1645.14,1970.74,0
tests\corpus\generated.jsonl,2,231,57262,158.331,19.7378,1119.37,1315.75,0
tests\corpus\generated.jsonl,2,230,114527,156.221,18.7378,1107.55,1307.14,0
tests\corpus\generated.jsonl,2,233,176902,201.096,26.7573,1129.7,1325.53,0
tests\corpus\generated.jsonl,2,120,88479,167.233,19.4316,610.054,665.373,0
tests\corpus\generated.jsonl,2,346,9373,189.33,23.9799,1645.52,1963.11,0
tests\corpus\generated.jsonl,2,234,72522,205.665,26.7601,1133.62,1331.78,0
tests\corpus\generated.jsonl,2,233,88477,190.345,26.7573,1119.65,1327.15,0
tests\corpus\generated.jsonl,2,121,72520,169.556,20.4344,611.219,672.979,0
tests\corpus\generated.jsonl,2,1749,935,1015.52,118.703,8431.77,9841.26,0
tests\corpus\generated.jsonl,2,1164,142650,685.385,86.1867,5625.37,6546.73,0
tests\corpus\generated.jsonl,2,230,42221,155.233,19.7378,1110.85,1315.52,0
tests\corpus\generated.jsonl,2,234,72488,209.952,28.7629,1134.15,1327.96,0
tests\corpus\generated.jsonl,2,233,176883,207.832,26.7573,1133.92,1336.26,0
tests\corpus\generated.jsonl,2,120,88458,155.174,19.4288,602.272,670.587,0
tests\corpus\generated.jsonl,2,346,1869,173.758,20.9715,1648.59,1966.47,0
tests\corpus\generated.jsonl,2,585,144752,512.399,66.7431,2837.4,3282.85,0
tests\corpus\generated.jsonl,2,580,3737,312.544,35.6462,2772.64,3267.97,0
tests\corpus\generated.jsonl,2,463,30009,311.422,39.3403,2238.45,2609.24,0
tests\corpus\generated.jsonl,2,121,72475,170.077,20.4344,613.235,678.091,0
tests\corpus\generated.jsonl,2,1748,4671,998.377,118.692,8440.84,9843.47,0
tests\corpus\generated.jsonl,2,351,143114,301.5,39.0294,1723.38,1976.1,0
tests\corpus\generated.jsonl,2,2048,8408,1302.72,153.525,9886.71,11513.1,0
tests\corpus\generated.jsonl,2,2039,935,1165.11,140.45,9873.52,11469,0
tests\corpus\generated.jsonl,2,122,144987,158.537,21.4316,605.469,673.234,0
tests\corpus\generated.jsonl,2,2048,18706,1130.62,145.441,9907.63,11503,0
tests\corpus\generated.jsonl,2,649,939,347.85,43.8128,3139.37,3660.57,0
tests\corpus\generated.jsonl,2,699,93819,416.412,52.9206,3373.87,3947.05,0
tests\corpus\generated.jsonl,2,357,144988,328.439,43.1239,1747.13,1997.6,0
tests\corpus\generated.jsonl,2,2048,26212,1317.5,154.522,9927.02,11490.6,0
tests\corpus\generated.jsonl,2,531,3518,427.218,53.5409,2591.62,2992.9,0
tests\corpus\generated.jsonl,2,2048,4691,1201.56,144.475,9897.67,11522.3,0
tests\corpus\generated.jsonl,2,1350,4691,770.963,93.6815,6519.57,7579.31,0
tests\corpus\generated.jsonl,2,591,72451,518.939,69.7431,2881.28,3319.71,0
tests\corpus\generated.jsonl,2,881,9384,525.235,62.4293,4237.16,4961.77,0
tests\corpus\generated.jsonl,2,2048,140763,1160.21,147.447,9931.23,11484,0
tests\corpus\generated.jsonl,2,2048,1878,1267.77,153.506,9926.18,11487.2,0
tests\corpus\generated.jsonl,2,1725,939,989.275,119.614,8345.64,9695.05,0
tests\corpus\generated.jsonl,2,588,231533,512.458,64.7348,2876.37,3308.72,0
tests\corpus\generated.jsonl,2,2048,13157,1270.14,153.509,9910.41,11524.9,0
tests\corpus\generated.jsonl,2,881,3753,488.308,62.407,4267.12,4961.2,0
tests\corpus\generated.jsonl,2,1168,135132,740.845,91.2146,5644.53,6580.87,0
tests\corpus\generated.jsonl,2,353,143106,291.372,41.1072,1722.57,1985.36,0
tests\corpus\generated.jsonl,2,1991,4691,1172.79,135.37,9648.77,11218.3,0
tests\corpus\generated.jsonl,2,356,144984,348.663,44.1294,1752.88,1998.47,0
tests\corpus\generated.jsonl,2,2048,939,1214.96,145.481,9908.21,11527.5,0
tests\corpus\generated.jsonl,2,2048,939,1198.12,142.464,9934.15,11517.2,0
tests\corpus\generated.jsonl,2,1650,4695,961.24,118.453,7988.9,9297.91,0
tests\corpus\generated.jsonl,2,588,231532,507.047,65.732,2869.72,3304.37,0
tests\corpus\generated.jsonl,2,2048,26297,1266.39,150.497,9938.02,11537,0
tests\corpus\generated.jsonl,2,881,3753,497.966,61.407,4273.84,4969.66,0
tests\corpus\generated.jsonl,2,118,231533,147.419,19.426,588.115,659.787,0
tests\corpus\generated.jsonl,2,2048,4691,1197.21,143.478,9893.16,11491.6,0
tests\corpus\generated.jsonl,2,1350,4691,747.01,94.6731,6516.68,7594.72,0
tests\corpus\generated.jsonl,2,356,72452,333.71,43.1239,1752.91,1998.9,0
tests\corpus\generated.jsonl,2,2048,14079,1220.76,149.47,9926.07,11516.8,0
tests\corpus\generated.jsonl,2,2048,1878,1165.11,143.461,9918.72,11517.5,0
tests\corpus\generated.jsonl,2,2048,4695,1253.95,151.495,9953.99,11482.6,0
tests\corpus\generated.jsonl,2,776,1878,454.263,55.1655,3746.44,4383.45,0
tests\corpus\generated.jsonl,2,353,231534,331.912,44.1239,1729.36,1984.9,0
tests\corpus\generated.jsonl,2,1891,26281,1198.55,141.175,9157.76,10601.2,0
tests\corpus\generated.jsonl,1,6,84,19.2537,2.05573,25.7264,42.6385,0
tests\corpus\generated.jsonl,1,101,233,24.7667,4.0604,471.796,586.936,0
tests\corpus\generated.jsonl,2,115,234,110.396,13.3872,569.054,647.085,0
tests\corpus\generated.jsonl,2,701,235,464.64,63.8393,3398.93,3942.4,0
tests\corpus\generated.jsonl,1,113,939,25.1278,3.0604,523.544,655.12,0
tests\corpus\generated.jsonl,2,351,468,277.75,36.9655,1725.3,1975.79,0
tests\corpus\generated.jsonl,2,584,938,333.7,41.5663,2813.46,3295.97,0
tests\corpus\generated.jsonl,2,116,1172,128.364,15.3956,575.492,649.975,0
tests\corpus\generated.jsonl,1,115,939,25.1278,3.0604,538.498,668.856,0
tests\corpus\generated.jsonl,2,933,938,578.896,66.4623,4524.18,5248.28,0
tests\corpus\generated.jsonl,2,585,1173,417.485,57.6025,2854.9,3281.39,0
tests\corpus\generated.jsonl,2,1052,3753,597.433,71.6908,5076.87,5937.91,0
tests\corpus\generated.jsonl,2,2048,939,1243.26,148.207,9942.16,11482.9,0
tests\corpus\generated.jsonl,2,2041,1878,1208.77,149.19,9910.89,11439.5,0
tests\corpus\generated.jsonl,2,2045,4695,1173.12,141.163,9930.19,11482,0
tests\corpus\generated.jsonl,2,254,1878,171.68,21.7036,1230.89,1434.82,0
tests\corpus\generated.jsonl,2,641,1894,368.015,45.7241,3101.5,3605.9,0
tests\corpus\generated.jsonl,2,352,3302,328.735,40.985,1736.62,1995.24,0
tests\corpus\generated.jsonl,2,818,1893,453.204,55.1299,3930.17,4611.62,0
tests\corpus\generated.jsonl,2,698,10342,456.119,53.8393,3368.66,3921.56,0
tests\corpus\generated.jsonl,2,2048,13157,1312.56,158.224,9973.59,11504.3,0
tests\corpus\generated.jsonl,2,762,3753,465.093,54.9832,3674.54,4289.42,0
tests\corpus\generated.jsonl,2,2048,7523,1300.74,151.229,9948.16,11479.9,0
tests\corpus\generated.jsonl,2,2043,1878,1178.44,147.185,9886,11444,0
tests\corpus\generated.jsonl,2,2044,14096,1224.01,148.188,9910.9,11451.7,0
tests\corpus\generated.jsonl,2,2048,15035,1250.26,150.199,9940.6,11487.4,0
tests\corpus\generated.jsonl,2,257,939,171.327,20.777,1244.69,1448.21,0
tests\corpus\generated.jsonl,2,352,11734,298.939,37.9711,1732.89,1977.15,0
tests\corpus\generated.jsonl,2,2048,13141,1306.95,155.229,9921.16,11513,0
tests\corpus\generated.jsonl,2,1114,3753,650.316,77.8514,5393.86,6259.46,0
tests\corpus\generated.jsonl,2,1168,6569,746.126,89.0343,5676.49,6567.62,0
tests\corpus\generated.jsonl,2,469,15955,305.106,36.2673,2270.05,2634.27,0
tests\corpus\generated.jsonl,2,352,28643,298.367,38.9757,1732,1977.71,0
tests\corpus\generated.jsonl,2,1521,4691,850.113,108.886,7345.82,8566.79,0
tests\corpus\generated.jsonl,2,117,14313,128.826,14.3956,580.453,654.371,0
tests\corpus\generated.jsonl,2,2048,28175,1236,156.192,9934.58,11503.8,0
tests\corpus\generated.jsonl,2,2048,1878,1186.89,147.177,9924.47,11503.3,0
tests\corpus\generated.jsonl,2,2048,4695,1211.38,150.182,9968.56,11513.7,0
tests\corpus\generated.jsonl,2,1013,1878,560.12,70.6063,4892.99,5711.82,0
tests\corpus\generated.jsonl,2,1168,22529,760.315,89.0473,5665.4,6567.98,0
tests\corpus\generated.jsonl,2,1169,36624,783.192,92.0613,5667.64,6581.59,0
tests\corpus\generated.jsonl,2,1169,10326,759.083,91.0482,5666.4,6589.21,0
tests\corpus\generated.jsonl,2,1169,24404,768.802,91.0557,5663.85,6582.76,0
tests\corpus\generated.jsonl,2,117,41081,115.576,16.3919,580.134,655.894,0
tests\corpus\generated.jsonl,2,2048,4691,1250.69,154.21,9914.57,11516,0
tests\corpus\generated.jsonl,2,2048,939,1216.22,147.202,9906.54,11475.8,0
tests\corpus\generated.jsonl,2,2048,1878,1243.98,153.202,9937.19,11491.1,0
tests\corpus\generated.jsonl,2,2048,4695,1205.71,145.182,9942.61,11503,0
tests\corpus\generated.jsonl,2,137,4695,66.2985,8.4418,653.617,790.188,0
tests\corpus\generated.jsonl,2,1168,30974,807.707,92.0641,5675.96,6587.65,0
tests\corpus\generated.jsonl,2,1168,22528,753.717,92.0501,5647.25,6561.08,0
tests\corpus\generated.jsonl,2,1169,18771,650.661,82.0112,5637,6541.88,0
tests\corpus\generated.jsonl,2,698,28157,412.092,53.8217,3370.71,3918.53,0
tests\corpus\generated.jsonl,2,586,14313,448.681,62.6248,2845.33,3286.64,0
tests\corpus\generated.jsonl,2,881,9385,535.417,67.3156,4227.23,4961.6,0
tests\corpus\generated.jsonl,2,186,46944,92.5173,12.531,878.912,1054.04,0
tests\corpus\generated.jsonl,2,1168,57286,699.729,91.039,5618.36,6552.52,0
tests\corpus\generated.jsonl,2,2048,26296,1314.8,163.265,9872.66,11472.9,0
tests\corpus\generated.jsonl,2,2042,1878,1234.44,153.207,9828.22,11407,0
tests\corpus\generated.jsonl,2,2046,46948,1258.38,160.237,9844.52,11475.2,0
tests\corpus\generated.jsonl,2,78,43662,95.5081,12.313,384.645,425.077,0
tests\corpus\generated.jsonl,2,2048,26297,1336.79,161.265,9880.62,11465.5,0
tests\corpus\generated.jsonl,2,177,1877,84.1325,11.5207,845.516,1002.04,0
tests\corpus\generated.jsonl,2,934,27235,661.136,78.5088,4519.51,5258.1,0
tests\corpus\generated.jsonl,2,2048,57270,1207.97,162.217,9864.63,11456.7,0
tests\corpus\generated.jsonl,2,2048,4691,1283.07,161.224,9878.44,11456.4,0
tests\corpus\generated.jsonl,2,1294,7506,782.921,90.3473,6220.5,7263.66,0
tests\corpus\generated.jsonl,2,121,72538,152.992,20.4114,603.547,671.809,0
tests\corpus\generated.jsonl,2,2048,939,1214.44,145.193,9868.43,11479.1,0
tests\corpus\generated.jsonl,2,2048,3756,1174.51,142.168,9880.07,11446,0
tests\corpus\generated.jsonl,2,1417,4695,829.555,100.652,6838.26,7940.13,0
tests\corpus\generated.jsonl,2,1168,21589,736.577,90.0446,5627.14,6554.42,0
tests\corpus\generated.jsonl,2,1169,35683,832.536,99.0947,5635.59,6545.55,0
tests\corpus\generated.jsonl,2,934,66656,622.293,75.4948,4509.8,5243.49,0
tests\corpus\generated.jsonl,2,239,72537,216.845,29.7278,1163.64,1350.89,0
tests\corpus\generated.jsonl,2,228,18769,123.897,15.6833,1093.44,1295.75,0
tests\corpus\generated.jsonl,2,230,57266,148.774,19.7027,1093.74,1301.88,0
tests\corpus\generated.jsonl,2,230,14308,150.752,21.7009,1091.62,1303.64,0
tests\corpus\generated.jsonl,2,231,57262,149.947,19.7,1111.65,1317.96,0
tests\corpus\generated.jsonl,2,229,57260,147.882,19.7,1093.03,1295.22,0
tests\corpus\generated.jsonl,2,230,54443,167.37,19.7083,1101.54,1303.41,0
tests\corpus\generated.jsonl,2,230,57256,144.043,18.6972,1100.71,1300.29,0
tests\corpus\generated.jsonl,2,230,57255,154.731,17.7,1111.97,1308.24,0
tests\corpus\generated.jsonl,2,121,72506,168.724,21.4142,608.39,671.078,0
tests\corpus\generated.jsonl,2,346,18754,182.709,22.9256,1647.67,1961.22,0
tests\corpus\generated.jsonl,2,230,11245,138.924,16.6897,1101.12,1302.11,0
tests\corpus\generated.jsonl,2,234,72503,201.656,27.7222,1129.01,1327.18,0
tests\corpus\generated.jsonl,2,229,57250,158.332,20.7027,1097.8,1298.99,0
tests\corpus\generated.jsonl,2,121,72500,162.937,20.4142,601.662,677.586,0
tests\corpus\generated.jsonl,2,347,18749,176.064,22.9228,1650.41,1967.8,0
tests\corpus\generated.jsonl,2,234,72500,209.762,27.725,1131.77,1331.93,0
tests\corpus\generated.jsonl,2,121,72499,164.92,20.4142,607.038,673.535,0
tests\corpus\generated.jsonl,2,2048,935,1219.83,149.202,9836.19,11459.7,0
tests\corpus\generated.jsonl,2,2038,935,1176.1,139.165,9826.21,11414.2,0
tests\corpus\generated.jsonl,2,233,88456,190.859,28.7194,1120.52,1318.66,0
tests\corpus\generated.jsonl,2,235,72482,199.605,26.7222,1135.21,1329.54,0
tests\corpus\generated.jsonl,2,229,57228,141.493,18.6972,1091.61,1299.8,0
tests\corpus\generated.jsonl,2,121,72479,162.802,19.4142,605.763,665.418,0
tests\corpus\generated.jsonl,2,1983,4675,1084.27,133.988,9538.39,11130.1,0
tests\corpus\generated.jsonl,2,1164,3738,674.383,82.0121,5597.46,6557.75,0
tests\corpus\generated.jsonl,2,230,75045,145.212,19.6944,1106.19,1315.71,0
tests\corpus\generated.jsonl,2,121,72462,163.271,20.4142,605.354,674.211,0
tests\corpus\generated.jsonl,2,814,3737,451.712,52.1132,3921.14,4589.2,0
tests\corpus\generated.jsonl,2,931,934,541.118,67.4484,4497.75,5240.51,0
tests\corpus\generated.jsonl,2,120,88427,159.569,20.4086,608.459,664.389,0
tests\corpus\generated.jsonl,2,346,17764,184.054,22.9256,1645.56,1962.62,0
tests\corpus\generated.jsonl,2,590,88424,503.976,69.6517,2869.63,3311.56,0
tests\corpus\generated.jsonl,2,2048,17763,1306.45,159.242,9860.85,11495.6,0
tests\corpus\generated.jsonl,2,532,1642,421.487,55.4669,2571.1,2975.31,0
tests\corpus\generated.jsonl,2,2048,939,1199.59,146.188,9850.77,11492.9,0
tests\corpus\generated.jsonl,2,1885,1878,1137.51,136.796,9095.74,10537.4,0
tests\corpus\generated.jsonl,2,656,93821,367.767,50.7316,3154.41,3693.49,0
tests\corpus\generated.jsonl,1,5,21205,31.187,4.06506,33.3224,28.6005,0
tests\corpus\generated.jsonl,2,2048,4711,1175.25,146.177,9886.63,11485.5,0
tests\corpus\generated.jsonl,2,764,7528,431.697,52.9721,3659.14,4272.26,0
tests\corpus\generated.jsonl,2,1402,26228,822.681,106.591,6746.4,7866.93,0
tests\corpus\generated.jsonl,2,121,72466,154.759,20.4114,602.721,673.019,0
tests\corpus\generated.jsonl,2,818,9403,437.61,53.1132,3932.04,4614.2,0
tests\corpus\generated.jsonl,2,934,71293,586.061,74.4781,4509.14,5258.59,0
tests\corpus\generated.jsonl,2,120,88422,151.382,21.4086,600.828,667.481,0
tests\corpus\generated.jsonl,2,2048,13156,1255.87,154.213,9866.69,11511.2,0
tests\corpus\generated.jsonl,2,2048,7506,1314.71,151.243,9879.65,11456.1,0
tests\corpus\generated.jsonl,2,2048,1878,1221.77,155.202,9908.06,11483.7,0
tests\corpus\generated.jsonl,2,2048,3756,1192.93,144.188,9905.16,11464.6,0
tests\corpus\generated.jsonl,2,1545,4695,834.782,104.954,7439.87,8669.58,0
tests\corpus\generated.jsonl,2,352,6103,290.323,37.9738,1721.05,1972.2,0
tests\corpus\generated.jsonl,2,817,18789,453.069,56.1207,3936.47,4602.63,0
tests\corpus\generated.jsonl,2,1168,6570,723.383,85.026,5668.43,6564.06,0
tests\corpus\generated.jsonl,2,1169,22542,782.771,91.0585,5658.9,6580.1,0
tests\corpus\generated.jsonl,2,934,53445,663.63,75.5088,4509.48,5252.73,0
tests\corpus\generated.jsonl,2,239,88422,208.726,28.725,1161.42,1338.75,0
tests\corpus\generated.jsonl,2,1167,4690,661.975,83.0093,5641.28,6550.47,0
tests\corpus\generated.jsonl,2,699,98512,447.515,55.8356,3381.5,3936.7,0
tests\corpus\generated.jsonl,2,239,72466,214.771,29.7278,1157.22,1357.99,0
tests\corpus\generated.jsonl,2,2048,65645,1301.22,162.231,9921.53,11471.9,0
tests\corpus\generated.jsonl,2,2041,1878,1239.03,152.202,9897.11,11436.9,0
tests\corpus\generated.jsonl,2,2048,126689,1314.95,159.237,9905.13,11474.2,0
tests\corpus\generated.jsonl,2,552,32164,477.846,61.5588,2695.26,3082.65,0
tests\corpus\generated.jsonl,2,1989,26281,1245.57,146.127,9614.21,11179,0
tests\corpus\generated.jsonl,2,351,22995,340.247,41.9952,1720.79,1975.23,0
tests\corpus\generated.jsonl,2,2048,13140,1321.35,155.229,9928.74,11508.7,0
tests\corpus\generated.jsonl,2,2048,4690,1128.11,138.154,9912.14,11488.4,0
tests\corpus\generated.jsonl,2,239,3753,166.25,20.7036,1152.99,1343.83,0
tests\corpus\generated.jsonl,2,700,6566,434,52.8253,3388.01,3943.65,0
tests\corpus\generated.jsonl,2,121,72449,164.168,19.4114,608.562,672.747,0
tests\corpus\generated.jsonl,2,2048,28156,1216.78,156.195,9884.34,11513.7,0
tests\corpus\generated.jsonl,2,2048,939,1188.92,143.188,9900.2,11467.9,0
tests\corpus\generated.jsonl,2,2048,4695,1198.02,148.182,9941.02,11492.3,0
tests\corpus\generated.jsonl,2,308,3756,170.561,19.8476,1482.49,1746.35,0
tests\corpus\generated.jsonl,2,229,82539,152.765,19.6944,1107.56,1303.53,0
tests\corpus\generated.jsonl,2,357,144991,346.573,43.0741,1759.03,1998.52,0
tests\corpus\generated.jsonl,2,1755,26280,1061.58,126.474,8487.32,9857.28,0
tests\corpus\generated.jsonl,1,5,144990,31.6862,5.06506,33.6207,29.1664,0
tests\corpus\generated.jsonl,2,527,1875,332.321,43.4279,2539.92,2974.87,0
tests\corpus\generated.jsonl,2,2048,140763,1138.07,147.164,9916.62,11493.5,0
tests\corpus\generated.jsonl,2,2048,4706,1233.3,150.19,9956.53,11511.1,0
tests\corpus\generated.jsonl,2,2048,939,1351.66,163.26,9916.76,11514.1,0
tests\corpus\generated.jsonl,2,2046,939,1205.16,147.199,9890.1,11510.3,0
tests\corpus\generated.jsonl,2,2048,60101,1276.53,152.217,9926.85,11504.6,0
tests\corpus\generated.jsonl,2,1212,4695,679.58,87.0882,5854.52,6826.22,0
tests\corpus\generated.jsonl,2,230,121992,160.508,19.7,1109.62,1312.3,0
tests\corpus\generated.jsonl,2,122,144989,162.309,20.4114,615.235,676.826,0
tests\corpus\generated.jsonl,2,1990,26296,1210.32,144.111,9637.92,11194.5,0
tests\corpus\generated.jsonl,1,5,144989,31.6862,5.06506,32.9998,29.2959,0
tests\corpus\generated.jsonl,2,1168,7508,654.181,80.9981,5658.09,6594.27,0
tests\corpus\generated.jsonl,2,1169,9385,662.656,81.0065,5658.29,6569.73,0
tests\corpus\generated.jsonl,2,353,143107,291.713,39.0491,1728.22,1971.08,0
tests\corpus\generated.jsonl,2,1991,4690,1089.62,137.073,9605.4,11183.7,0
tests\corpus\generated.jsonl,2,356,72534,344.168,44.0741,1739.97,1998.15,0
tests\corpus\generated.jsonl,2,2048,28172,1201.35,151.181,9895.92,11513.9,0
tests\corpus\generated.jsonl,2,2048,1878,1209.44,148.202,9893.62,11503,0
tests\corpus\generated.jsonl,2,1651,1878,1025.26,124.254,7971.75,9238.38,0
tests\corpus\generated.jsonl,2,1169,15955,750.497,94.0538,5638.65,6568.04,0
tests\corpus\generated.jsonl,2,230,161413,163.351,20.7055,1097.98,1307.99,0
tests\corpus\generated.jsonl,2,357,144988,340.602,43.0769,1747.14,1990.56,0
tests\corpus\generated.jsonl,2,1755,26280,1111.9,134.51,8466.97,9832.95,0
tests\corpus\generated.jsonl,1,5,144987,31.6862,5.06506,32.9871,29.3239,0
tests\corpus\generated.jsonl,2,2048,4690,1213.81,150.182,9932.06,11491,0
tests\corpus\generated.jsonl,2,1465,4690,846.609,100.725,7081.24,8206.71,0
tests\corpus\generated.jsonl,2,356,72517,347.439,45.0769,1740.17,1986.67,0
tests\corpus\generated.jsonl,2,2048,939,1242.93,153.221,9848.49,11469.7,0
tests\corpus\generated.jsonl,2,2048,939,1186,141.174,9894.04,11433.6,0
tests\corpus\generated.jsonl,2,2048,1878,1212.73,153.193,9904.25,11448,0
tests\corpus\generated.jsonl,2,777,939,448.759,53.0454,3754.41,4363.55,0
tests\corpus\generated.jsonl,2,1169,112588,712.219,88.0306,5652.07,6548.62,0
tests\corpus\generated.jsonl,1,5,144988,31.6862,4.06506,33.1556,29.2964,0
tests\corpus\generated.jsonl,2,351,14313,284.107,38.9711,1712.34,1973.76,0
tests\corpus\generated.jsonl,2,1989,26280,1271,150.155,9593.41,11128.5,0
tests\corpus\generated.jsonl,2,2048,4690,1224.86,147.182,9941.33,11474.7,0
tests\corpus\generated.jsonl,2,1466,4690,845.406,101.731,7071.79,8212.65,0
tests\corpus\generated.jsonl,2,121,72517,169.186,20.4142,610.514,668.235,0
tests\corpus\generated.jsonl,2,881,9383,527.901,62.3017,4236.38,4943.34,0
tests\corpus\generated.jsonl,2,2048,93884,1209.8,156.223,9863.36,11461,0
tests\corpus\generated.jsonl,2,2048,1878,1258.35,159.229,9856.05,11420,0
tests\corpus\generated.jsonl,2,1021,1878,568.048,69.6063,4909.38,5740.75,0
tests\corpus\generated.jsonl,1,5,138780,31.6748,5.06506,31.8296,28.0724,0
tests\corpus\generated.jsonl,2,1168,3755,691.109,80.0148,5630.78,6532.91,0
tests\corpus\generated.jsonl,2,1169,20665,840.973,96.0863,5662.53,6555.62,0
tests\corpus\generated.jsonl,1,5,144986,31.6862,5.06506,33.5567,29.2363,0
tests\corpus\generated.jsonl,2,2048,57281,1293.15,166.254,9901.74,11454.2,0
tests\corpus\generated.jsonl,2,293,4691,170.535,19.8476,1398.92,1653.58,0
tests\corpus\generated.jsonl,2,1168,23478,732.025,91.039,5644.03,6555.16,0
tests\corpus\generated.jsonl,2,353,143104,297.117,40.0519,1731.1,1970.62,0
tests\corpus\generated.jsonl,2,2048,9383,1168.84,144.168,9871.59,11474.9,0
tests\corpus\generated.jsonl,2,2048,1878,1220.26,151.202,9869.68,11438.2,0
tests\corpus\generated.jsonl,2,2048,1878,1292.27,162.238,9871.05,11453.5,0
tests\corpus\generated.jsonl,2,1954,939,1112.11,136.005,9435.82,10929.8,0
tests\corpus\generated.jsonl,2,464,217758,331.262,40.2803,2247.67,2633.61,0
tests\corpus\generated.jsonl,2,357,144985,340.442,45.0769,1745.45,1990.6,0
tests\corpus\generated.jsonl,2,2048,13140,1293.76,156.229,9886.82,11465.8,0
tests\corpus\generated.jsonl,2,646,4692,363.727,42.7214,3118.12,3623.25,0
tests\corpus\generated.jsonl,1,5,207548,31.7794,5.06506,32.2951,28.2905,0
tests\corpus\generated.jsonl,2,1168,4691,662.815,83.0065,5624.59,6563.03,0
tests\corpus\generated.jsonl,2,352,143105,295.635,39.9813,1717.32,1968.58,0
tests\corpus\generated.jsonl,2,1990,4690,1131.31,132.073,9607.77,11129.4,0
tests\corpus\generated.jsonl,2,355,176909,356.559,46.0825,1737.45,1987.48,0
tests\corpus\generated.jsonl,2,2048,939,1189.37,150.196,9853.29,11470.5,0
tests\corpus\generated.jsonl,2,1115,5631,691.627,83.882,5367.17,6242.75,0
tests\corpus\generated.jsonl,2,120,88485,151.891,20.4114,595.315,663.79,0
tests\corpus\generated.jsonl,1,112,935,25.1267,4.0604,516.467,650.083,0
tests\corpus\generated.jsonl,2,231,57261,159.288,19.7083,1102.27,1307.9,0
tests\corpus\generated.jsonl,2,230,60076,145.035,19.6972,1100.35,1309.15,0
tests\corpus\generated.jsonl,2,233,176901,204.621,27.7222,1126.4,1322.3,0
tests\corpus\generated.jsonl,2,120,88478,147.236,20.4086,596.561,666.316,0
tests\corpus\generated.jsonl,2,346,9373,176.189,23.9237,1643.47,1961.68,0
tests\corpus\generated.jsonl,2,234,72505,204.533,25.7278,1121.06,1314.21,0
tests\corpus\generated.jsonl,2,233,88476,206.658,28.7222,1130.67,1332.84,0
tests\corpus\generated.jsonl,2,120,176896,158.802,21.4114,603.393,670.858,0
tests\corpus\generated.jsonl,2,1749,935,994.801,122.452,8408.97,9804.37,0
tests\corpus\generated.jsonl,2,118,231579,162.016,19.4114,593.343,655.584,0
tests\corpus\generated.jsonl,2,1047,1869,592.11,70.6852,5031.68,5889.01,0
tests\corpus\generated.jsonl,2,231,231573,191.899,25.7222,1103.79,1307.25,0
tests\corpus\generated.jsonl,2,234,72487,214.408,27.7278,1133.51,1329.92,0
tests\corpus\generated.jsonl,2,234,72486,206.13,28.7278,1121.02,1323.09,0
tests\corpus\generated.jsonl,2,120,176881,143.445,20.4086,590.155,662.208,0
tests\corpus\generated.jsonl,2,346,4673,179.799,20.9237,1647.38,1956.47,0
tests\corpus\generated.jsonl,1,5,96329,31.58,4.06506,33.347,28.7673,0
tests\corpus\generated.jsonl,2,1163,3737,704.3,84.0288,5608.66,6507.09,0
tests\corpus\generated.jsonl,2,1166,144515,809.591,96.078,5640.48,6540.28,0
tests\corpus\generated.jsonl,2,117,143113,136.407,18.4003,584.904,652.134,0
tests\corpus\generated.jsonl,2,2048,4670,1228.13,147.202,9878.35,11467,0
tests\corpus\generated.jsonl,2,2048,935,1208.5,146.188,9873.98,11432,0
tests\corpus\generated.jsonl,2,1625,935,998.568,116.162,7834.43,9075.56,0
