variant,rep,seconds
baseline,0,0.002160
baseline,1,0.002014
baseline,2,0.001798
baseline,3,0.001854
baseline,4,0.001760
baseline,5,0.002055
baseline,6,0.002066
raw:opcodes,0,0.002253
raw:opcodes,1,0.002234
raw:opcodes,2,0.001744
raw:opcodes,3,0.002108
raw:opcodes,4,0.001974
raw:opcodes,5,0.001912
raw:opcodes,6,0.002283
raw:macro-types,0,0.002064
raw:macro-types,1,0.001975
raw:macro-types,2,0.001948
raw:macro-types,3,0.001774
raw:macro-types,4,0.001759
raw:macro-types,5,0.002006
raw:macro-types,6,0.002006
raw:macro-ll,0,0.002237
raw:macro-ll,1,0.002040
raw:macro-ll,2,0.001832
raw:macro-ll,3,0.002188
raw:macro-ll,4,0.002098
raw:macro-ll,5,0.001791
raw:macro-ll,6,0.001991
raw:macro-ml,0,0.002026
raw:macro-ml,1,0.001725
raw:macro-ml,2,0.001981
raw:macro-ml,3,0.001739
raw:macro-ml,4,0.001724
raw:macro-ml,5,0.002030
raw:macro-ml,6,0.001932
raw:macro-dflags,0,0.001970
raw:macro-dflags,1,0.002025
raw:macro-dflags,2,0.001732
raw:macro-dflags,3,0.002151
raw:macro-dflags,4,0.002070
raw:macro-dflags,5,0.001718
raw:macro-dflags,6,0.002322
raw:macro-dvar,0,0.002243
raw:macro-dvar,1,0.001700
raw:macro-dvar,2,0.001993
raw:macro-dvar,3,0.001704
raw:macro-dvar,4,0.001952
raw:macro-dvar,5,0.001926
raw:macro-dvar,6,0.001689
raw:literals,0,0.001779
raw:literals,1,0.001819
raw:literals,2,0.001584
raw:literals,3,0.001505
raw:literals,4,0.002137
raw:literals,5,0.001521
raw:literals,6,0.001551
raw:macro-masks,0,0.001940
raw:macro-masks,1,0.001512
raw:macro-masks,2,0.001749
raw:macro-masks,3,0.001801
raw:macro-masks,4,0.001769
raw:macro-masks,5,0.001789
raw:macro-masks,6,0.001505
raw:macro-resid,0,0.002117
raw:macro-resid,1,0.002037
raw:macro-resid,2,0.001776
raw:macro-resid,3,0.001881
raw:macro-resid,4,0.002358
raw:macro-resid,5,0.001761
raw:macro-resid,6,0.001802
raw:opcodes+literals,0,0.001920
raw:opcodes+literals,1,0.001462
raw:opcodes+literals,2,0.001487
raw:opcodes+literals,3,0.001706
raw:opcodes+literals,4,0.001683
raw:opcodes+literals,5,0.002002
raw:opcodes+literals,6,0.001703
raw:ALL9,0,0.001264
raw:ALL9,1,0.001331
raw:ALL9,2,0.001405
raw:ALL9,3,0.001107
raw:ALL9,4,0.001410
raw:ALL9,5,0.001231
raw:ALL9,6,0.001102
