variant,rep,seconds
baseline,0,0.002896
baseline,1,0.003933
baseline,2,0.003730
baseline,3,0.002563
baseline,4,0.002942
baseline,5,0.002665
baseline,6,0.003561
raw:opcodes,0,0.002656
raw:opcodes,1,0.003634
raw:opcodes,2,0.003679
raw:opcodes,3,0.003391
raw:opcodes,4,0.002789
raw:opcodes,5,0.002593
raw:opcodes,6,0.003145
raw:macro-types,0,0.002258
raw:macro-types,1,0.003282
raw:macro-types,2,0.002974
raw:macro-types,3,0.002744
raw:macro-types,4,0.003560
raw:macro-types,5,0.002663
raw:macro-types,6,0.003178
raw:macro-ll,0,0.002647
raw:macro-ll,1,0.003502
raw:macro-ll,2,0.002691
raw:macro-ll,3,0.002743
raw:macro-ll,4,0.003102
raw:macro-ll,5,0.003399
raw:macro-ll,6,0.002858
raw:macro-ml,0,0.002264
raw:macro-ml,1,0.003806
raw:macro-ml,2,0.002562
raw:macro-ml,3,0.003043
raw:macro-ml,4,0.002923
raw:macro-ml,5,0.002981
raw:macro-ml,6,0.004195
raw:macro-dflags,0,0.002251
raw:macro-dflags,1,0.003470
raw:macro-dflags,2,0.003286
raw:macro-dflags,3,0.003252
raw:macro-dflags,4,0.002936
raw:macro-dflags,5,0.002721
raw:macro-dflags,6,0.003340
raw:macro-dvar,0,0.002218
raw:macro-dvar,1,0.003181
raw:macro-dvar,2,0.002635
raw:macro-dvar,3,0.004046
raw:macro-dvar,4,0.003409
raw:macro-dvar,5,0.002810
raw:macro-dvar,6,0.003165
raw:literals,0,0.003185
raw:literals,1,0.003337
raw:literals,2,0.002623
raw:literals,3,0.002988
raw:literals,4,0.003258
raw:literals,5,0.003325
raw:literals,6,0.003115
raw:macro-masks,0,0.002158
raw:macro-masks,1,0.004749
raw:macro-masks,2,0.001838
raw:macro-masks,3,0.002138
raw:macro-masks,4,0.003365
raw:macro-masks,5,0.002069
raw:macro-masks,6,0.003470
raw:macro-resid,0,0.002039
raw:macro-resid,1,0.004057
raw:macro-resid,2,0.002621
raw:macro-resid,3,0.002132
raw:macro-resid,4,0.003989
raw:macro-resid,5,0.001983
raw:macro-resid,6,0.003089
raw:opcodes+literals,0,0.002554
raw:opcodes+literals,1,0.002652
raw:opcodes+literals,2,0.002614
raw:opcodes+literals,3,0.003907
raw:opcodes+literals,4,0.004906
raw:opcodes+literals,5,0.002845
raw:opcodes+literals,6,0.004608
raw:ALL9,0,0.001046
raw:ALL9,1,0.001236
raw:ALL9,2,0.001094
raw:ALL9,3,0.001552
raw:ALL9,4,0.002063
raw:ALL9,5,0.001150
raw:ALL9,6,0.001864
