variant,rep,seconds
baseline,0,0.004590
baseline,1,0.004326
baseline,2,0.004806
baseline,3,0.004277
baseline,4,0.004579
baseline,5,0.004438
baseline,6,0.004259
raw:opcodes,0,0.004289
raw:opcodes,1,0.004674
raw:opcodes,2,0.004722
raw:opcodes,3,0.004736
raw:opcodes,4,0.004238
raw:opcodes,5,0.004796
raw:opcodes,6,0.004570
raw:macro-types,0,0.004861
raw:macro-types,1,0.004230
raw:macro-types,2,0.004750
raw:macro-types,3,0.004273
raw:macro-types,4,0.004204
raw:macro-types,5,0.005155
raw:macro-types,6,0.004180
raw:macro-ll,0,0.004491
raw:macro-ll,1,0.004279
raw:macro-ll,2,0.004424
raw:macro-ll,3,0.004306
raw:macro-ll,4,0.004713
raw:macro-ll,5,0.004614
raw:macro-ll,6,0.004218
raw:macro-ml,0,0.004156
raw:macro-ml,1,0.004581
raw:macro-ml,2,0.004153
raw:macro-ml,3,0.004654
raw:macro-ml,4,0.004199
raw:macro-ml,5,0.004507
raw:macro-ml,6,0.004541
raw:macro-dflags,0,0.004693
raw:macro-dflags,1,0.004218
raw:macro-dflags,2,0.004650
raw:macro-dflags,3,0.004575
raw:macro-dflags,4,0.004566
raw:macro-dflags,5,0.004232
raw:macro-dflags,6,0.004181
raw:macro-dvar,0,0.004572
raw:macro-dvar,1,0.004593
raw:macro-dvar,2,0.004192
raw:macro-dvar,3,0.004647
raw:macro-dvar,4,0.004270
raw:macro-dvar,5,0.004278
raw:macro-dvar,6,0.004123
raw:literals,0,0.005177
raw:literals,1,0.004487
raw:literals,2,0.004550
raw:literals,3,0.004277
raw:literals,4,0.004536
raw:literals,5,0.004544
raw:literals,6,0.004510
raw:macro-masks,0,0.003600
raw:macro-masks,1,0.003701
raw:macro-masks,2,0.003216
raw:macro-masks,3,0.003336
raw:macro-masks,4,0.003232
raw:macro-masks,5,0.003211
raw:macro-masks,6,0.003164
raw:macro-resid,0,0.003912
raw:macro-resid,1,0.003698
raw:macro-resid,2,0.003695
raw:macro-resid,3,0.004045
raw:macro-resid,4,0.003692
raw:macro-resid,5,0.003622
raw:macro-resid,6,0.003626
raw:opcodes+literals,0,0.004705
raw:opcodes+literals,1,0.004746
raw:opcodes+literals,2,0.004562
raw:opcodes+literals,3,0.004214
raw:opcodes+literals,4,0.004575
raw:opcodes+literals,5,0.004604
raw:opcodes+literals,6,0.004851
raw:ALL9,0,0.002531
raw:ALL9,1,0.003059
raw:ALL9,2,0.002463
raw:ALL9,3,0.002435
raw:ALL9,4,0.002408
raw:ALL9,5,0.002392
raw:ALL9,6,0.002609
