variant,rep,seconds
baseline,0,0.001255
baseline,1,0.001568
baseline,2,0.001291
baseline,3,0.001294
baseline,4,0.001230
baseline,5,0.001425
baseline,6,0.001247
raw:opcodes,0,0.001443
raw:opcodes,1,0.001362
raw:opcodes,2,0.001449
raw:opcodes,3,0.001420
raw:opcodes,4,0.001160
raw:opcodes,5,0.001157
raw:opcodes,6,0.001360
raw:macro-types,0,0.001445
raw:macro-types,1,0.001429
raw:macro-types,2,0.001449
raw:macro-types,3,0.001538
raw:macro-types,4,0.001447
raw:macro-types,5,0.001387
raw:macro-types,6,0.001206
raw:macro-ll,0,0.001464
raw:macro-ll,1,0.001445
raw:macro-ll,2,0.001438
raw:macro-ll,3,0.001451
raw:macro-ll,4,0.001208
raw:macro-ll,5,0.001259
raw:macro-ll,6,0.001434
raw:macro-ml,0,0.001410
raw:macro-ml,1,0.001410
raw:macro-ml,2,0.001467
raw:macro-ml,3,0.001463
raw:macro-ml,4,0.001417
raw:macro-ml,5,0.001398
raw:macro-ml,6,0.001188
raw:macro-dflags,0,0.001436
raw:macro-dflags,1,0.001472
raw:macro-dflags,2,0.001438
raw:macro-dflags,3,0.001405
raw:macro-dflags,4,0.001200
raw:macro-dflags,5,0.001232
raw:macro-dflags,6,0.001476
raw:macro-dvar,0,0.001411
raw:macro-dvar,1,0.001437
raw:macro-dvar,2,0.001346
raw:macro-dvar,3,0.001368
raw:macro-dvar,4,0.001374
raw:macro-dvar,5,0.001363
raw:macro-dvar,6,0.001395
raw:literals,0,0.001251
raw:literals,1,0.001315
raw:literals,2,0.001203
raw:literals,3,0.001191
raw:literals,4,0.001161
raw:literals,5,0.000979
raw:literals,6,0.000982
raw:macro-masks,0,0.001227
raw:macro-masks,1,0.001180
raw:macro-masks,2,0.001222
raw:macro-masks,3,0.001135
raw:macro-masks,4,0.000959
raw:macro-masks,5,0.001185
raw:macro-masks,6,0.001163
raw:macro-resid,0,0.001245
raw:macro-resid,1,0.001230
raw:macro-resid,2,0.001393
raw:macro-resid,3,0.001409
raw:macro-resid,4,0.001197
raw:macro-resid,5,0.001212
raw:macro-resid,6,0.001213
raw:opcodes+literals,0,0.001108
raw:opcodes+literals,1,0.001140
raw:opcodes+literals,2,0.001143
raw:opcodes+literals,3,0.001144
raw:opcodes+literals,4,0.001159
raw:opcodes+literals,5,0.001098
raw:opcodes+literals,6,0.000921
raw:ALL9,0,0.000789
raw:ALL9,1,0.000573
raw:ALL9,2,0.000818
raw:ALL9,3,0.000730
raw:ALL9,4,0.000631
raw:ALL9,5,0.000561
raw:ALL9,6,0.000764
