variant,rep,seconds
baseline,0,0.001939
baseline,1,0.001942
baseline,2,0.002389
baseline,3,0.001950
baseline,4,0.002231
baseline,5,0.002197
baseline,6,0.001951
raw:opcodes,0,0.001950
raw:opcodes,1,0.001875
raw:opcodes,2,0.002194
raw:opcodes,3,0.001890
raw:opcodes,4,0.002140
raw:opcodes,5,0.002156
raw:opcodes,6,0.001991
raw:macro-types,0,0.001958
raw:macro-types,1,0.001927
raw:macro-types,2,0.001909
raw:macro-types,3,0.001909
raw:macro-types,4,0.001924
raw:macro-types,5,0.002113
raw:macro-types,6,0.002475
raw:macro-ll,0,0.001984
raw:macro-ll,1,0.001923
raw:macro-ll,2,0.001931
raw:macro-ll,3,0.001946
raw:macro-ll,4,0.001937
raw:macro-ll,5,0.001920
raw:macro-ll,6,0.002580
raw:macro-ml,0,0.001979
raw:macro-ml,1,0.001890
raw:macro-ml,2,0.001924
raw:macro-ml,3,0.001935
raw:macro-ml,4,0.001900
raw:macro-ml,5,0.001945
raw:macro-ml,6,0.002422
raw:macro-dflags,0,0.001942
raw:macro-dflags,1,0.001954
raw:macro-dflags,2,0.001967
raw:macro-dflags,3,0.001952
raw:macro-dflags,4,0.001931
raw:macro-dflags,5,0.001956
raw:macro-dflags,6,0.001975
raw:macro-dvar,0,0.001889
raw:macro-dvar,1,0.002268
raw:macro-dvar,2,0.001896
raw:macro-dvar,3,0.002200
raw:macro-dvar,4,0.001915
raw:macro-dvar,5,0.001905
raw:macro-dvar,6,0.001905
raw:literals,0,0.001737
raw:literals,1,0.002027
raw:literals,2,0.001709
raw:literals,3,0.001933
raw:literals,4,0.001710
raw:literals,5,0.001669
raw:literals,6,0.001725
raw:macro-masks,0,0.001710
raw:macro-masks,1,0.002083
raw:macro-masks,2,0.001716
raw:macro-masks,3,0.001986
raw:macro-masks,4,0.001834
raw:macro-masks,5,0.001726
raw:macro-masks,6,0.001736
raw:macro-resid,0,0.001956
raw:macro-resid,1,0.002385
raw:macro-resid,2,0.001986
raw:macro-resid,3,0.002283
raw:macro-resid,4,0.002084
raw:macro-resid,5,0.001948
raw:macro-resid,6,0.001971
raw:opcodes+literals,0,0.001675
raw:opcodes+literals,1,0.001988
raw:opcodes+literals,2,0.001637
raw:opcodes+literals,3,0.001876
raw:opcodes+literals,4,0.001836
raw:opcodes+literals,5,0.001588
raw:opcodes+literals,6,0.001652
raw:ALL9,0,0.001283
raw:ALL9,1,0.001592
raw:ALL9,2,0.001271
raw:ALL9,3,0.001475
raw:ALL9,4,0.001482
raw:ALL9,5,0.001289
raw:ALL9,6,0.001303
