variant,rep,seconds
full,0,0.002648
full,1,0.002577
full,2,0.002606
full,3,0.002665
full,4,0.002806
full,5,0.002999
full,6,0.003025
no-lit-pull,0,0.002781
no-lit-pull,1,0.002607
no-lit-pull,2,0.002551
no-lit-pull,3,0.002816
no-lit-pull,4,0.002880
no-lit-pull,5,0.002938
no-lit-pull,6,0.002761
no-copy,0,0.002836
no-copy,1,0.002520
no-copy,2,0.002712
no-copy,3,0.002518
no-copy,4,0.002643
no-copy,5,0.002715
no-copy,6,0.002669
no-macro,0,0.002051
no-macro,1,0.002043
no-macro,2,0.002074
no-macro,3,0.002230
no-macro,4,0.002045
no-macro,5,0.002616
no-macro,6,0.002046
setup-only,0,0.001803
setup-only,1,0.001791
setup-only,2,0.001845
setup-only,3,0.001865
setup-only,4,0.002766
setup-only,5,0.001860
setup-only,6,0.001799
opcode-pull-only,0,0.001833
opcode-pull-only,1,0.001836
opcode-pull-only,2,0.001808
opcode-pull-only,3,0.001881
opcode-pull-only,4,0.002247
opcode-pull-only,5,0.001923
opcode-pull-only,6,0.001859
