variant,rep,seconds
baseline,0,0.004168
baseline,1,0.004635
baseline,2,0.004305
baseline,3,0.004166
baseline,4,0.004244
baseline,5,0.004330
baseline,6,0.004419
raw:opcodes,0,0.004146
raw:opcodes,1,0.004476
raw:opcodes,2,0.004413
raw:opcodes,3,0.004199
raw:opcodes,4,0.004218
raw:opcodes,5,0.004320
raw:opcodes,6,0.004117
raw:macro-types,0,0.004332
raw:macro-types,1,0.004334
raw:macro-types,2,0.004211
raw:macro-types,3,0.004210
raw:macro-types,4,0.004215
raw:macro-types,5,0.004241
raw:macro-types,6,0.004134
raw:macro-ll,0,0.004480
raw:macro-ll,1,0.004226
raw:macro-ll,2,0.004243
raw:macro-ll,3,0.004200
raw:macro-ll,4,0.004503
raw:macro-ll,5,0.004634
raw:macro-ll,6,0.004253
raw:macro-ml,0,0.004507
raw:macro-ml,1,0.004236
raw:macro-ml,2,0.004072
raw:macro-ml,3,0.004134
raw:macro-ml,4,0.004664
raw:macro-ml,5,0.004411
raw:macro-ml,6,0.004164
raw:macro-dflags,0,0.004645
raw:macro-dflags,1,0.004190
raw:macro-dflags,2,0.004157
raw:macro-dflags,3,0.004296
raw:macro-dflags,4,0.004593
raw:macro-dflags,5,0.004472
raw:macro-dflags,6,0.004363
raw:macro-dvar,0,0.004427
raw:macro-dvar,1,0.004187
raw:macro-dvar,2,0.004224
raw:macro-dvar,3,0.004150
raw:macro-dvar,4,0.004451
raw:macro-dvar,5,0.004400
raw:macro-dvar,6,0.004356
raw:literals,0,0.004209
raw:literals,1,0.004398
raw:literals,2,0.004208
raw:literals,3,0.004282
raw:literals,4,0.004481
raw:literals,5,0.004197
raw:literals,6,0.004666
raw:macro-masks,0,0.003567
raw:macro-masks,1,0.003510
raw:macro-masks,2,0.003575
raw:macro-masks,3,0.003660
raw:macro-masks,4,0.003618
raw:macro-masks,5,0.003598
raw:macro-masks,6,0.003892
raw:macro-resid,0,0.003716
raw:macro-resid,1,0.003558
raw:macro-resid,2,0.003626
raw:macro-resid,3,0.003995
raw:macro-resid,4,0.003707
raw:macro-resid,5,0.003626
raw:macro-resid,6,0.003818
raw:opcodes+literals,0,0.004362
raw:opcodes+literals,1,0.004248
raw:opcodes+literals,2,0.004166
raw:opcodes+literals,3,0.004292
raw:opcodes+literals,4,0.004198
raw:opcodes+literals,5,0.004381
raw:opcodes+literals,6,0.004429
raw:ALL9,0,0.003013
raw:ALL9,1,0.002796
raw:ALL9,2,0.002699
raw:ALL9,3,0.002814
raw:ALL9,4,0.002951
raw:ALL9,5,0.002939
raw:ALL9,6,0.002883
