variant,rep,seconds
baseline,0,0.003996
baseline,1,0.004102
baseline,2,0.004013
baseline,3,0.004431
baseline,4,0.003933
baseline,5,0.003870
baseline,6,0.004296
raw:opcodes,0,0.003857
raw:opcodes,1,0.003850
raw:opcodes,2,0.003897
raw:opcodes,3,0.004122
raw:opcodes,4,0.004243
raw:opcodes,5,0.003821
raw:opcodes,6,0.003881
raw:macro-types,0,0.003995
raw:macro-types,1,0.003828
raw:macro-types,2,0.003909
raw:macro-types,3,0.004101
raw:macro-types,4,0.003846
raw:macro-types,5,0.003822
raw:macro-types,6,0.003837
raw:macro-ll,0,0.003844
raw:macro-ll,1,0.005004
raw:macro-ll,2,0.003928
raw:macro-ll,3,0.004200
raw:macro-ll,4,0.003861
raw:macro-ll,5,0.003865
raw:macro-ll,6,0.003894
raw:macro-ml,0,0.004432
raw:macro-ml,1,0.004615
raw:macro-ml,2,0.004085
raw:macro-ml,3,0.004486
raw:macro-ml,4,0.003778
raw:macro-ml,5,0.003829
raw:macro-ml,6,0.003781
raw:macro-dflags,0,0.004074
raw:macro-dflags,1,0.004507
raw:macro-dflags,2,0.003863
raw:macro-dflags,3,0.003871
raw:macro-dflags,4,0.003799
raw:macro-dflags,5,0.003800
raw:macro-dflags,6,0.004317
raw:macro-dvar,0,0.004006
raw:macro-dvar,1,0.004054
raw:macro-dvar,2,0.003814
raw:macro-dvar,3,0.003858
raw:macro-dvar,4,0.004260
raw:macro-dvar,5,0.003804
raw:macro-dvar,6,0.003877
raw:literals,0,0.004027
raw:literals,1,0.004169
raw:literals,2,0.004412
raw:literals,3,0.003829
raw:literals,4,0.003866
raw:literals,5,0.003819
raw:literals,6,0.003813
raw:macro-masks,0,0.003841
raw:macro-masks,1,0.003389
raw:macro-masks,2,0.003265
raw:macro-masks,3,0.003450
raw:macro-masks,4,0.003189
raw:macro-masks,5,0.003703
raw:macro-masks,6,0.003182
raw:macro-resid,0,0.003452
raw:macro-resid,1,0.003561
raw:macro-resid,2,0.003318
raw:macro-resid,3,0.004107
raw:macro-resid,4,0.003248
raw:macro-resid,5,0.003341
raw:macro-resid,6,0.003298
raw:opcodes+literals,0,0.004032
raw:opcodes+literals,1,0.004315
raw:opcodes+literals,2,0.003842
raw:opcodes+literals,3,0.004126
raw:opcodes+literals,4,0.003847
raw:opcodes+literals,5,0.003919
raw:opcodes+literals,6,0.004241
raw:ALL9,0,0.002505
raw:ALL9,1,0.002617
raw:ALL9,2,0.002650
raw:ALL9,3,0.002534
raw:ALL9,4,0.002801
raw:ALL9,5,0.002405
raw:ALL9,6,0.002397
