variant,rep,seconds
baseline,0,0.005190
baseline,1,0.005217
baseline,2,0.005193
baseline,3,0.005263
baseline,4,0.005424
baseline,5,0.006634
baseline,6,0.005359
raw:opcodes,0,0.005230
raw:opcodes,1,0.005299
raw:opcodes,2,0.005201
raw:opcodes,3,0.005331
raw:opcodes,4,0.005484
raw:opcodes,5,0.006640
raw:opcodes,6,0.006055
raw:macro-types,0,0.005834
raw:macro-types,1,0.005240
raw:macro-types,2,0.005318
raw:macro-types,3,0.005653
raw:macro-types,4,0.005261
raw:macro-types,5,0.006667
raw:macro-types,6,0.005874
raw:macro-ll,0,0.005198
raw:macro-ll,1,0.005199
raw:macro-ll,2,0.005560
raw:macro-ll,3,0.005253
raw:macro-ll,4,0.005262
raw:macro-ll,5,0.006176
raw:macro-ll,6,0.005548
raw:macro-ml,0,0.005343
raw:macro-ml,1,0.005448
raw:macro-ml,2,0.005249
raw:macro-ml,3,0.005221
raw:macro-ml,4,0.005637
raw:macro-ml,5,0.005313
raw:macro-ml,6,0.005353
raw:macro-dflags,0,0.005308
raw:macro-dflags,1,0.005621
raw:macro-dflags,2,0.005176
raw:macro-dflags,3,0.005262
raw:macro-dflags,4,0.005805
raw:macro-dflags,5,0.005317
raw:macro-dflags,6,0.005192
raw:macro-dvar,0,0.005359
raw:macro-dvar,1,0.005227
raw:macro-dvar,2,0.005201
raw:macro-dvar,3,0.005431
raw:macro-dvar,4,0.005265
raw:macro-dvar,5,0.005277
raw:macro-dvar,6,0.005232
raw:literals,0,0.005591
raw:literals,1,0.005215
raw:literals,2,0.005246
raw:literals,3,0.005621
raw:literals,4,0.005269
raw:literals,5,0.005274
raw:literals,6,0.005232
raw:macro-masks,0,0.005240
raw:macro-masks,1,0.005176
raw:macro-masks,2,0.005189
raw:macro-masks,3,0.005270
raw:macro-masks,4,0.005294
raw:macro-masks,5,0.005357
raw:macro-masks,6,0.005162
raw:macro-resid,0,0.005258
raw:macro-resid,1,0.005220
raw:macro-resid,2,0.005183
raw:macro-resid,3,0.005346
raw:macro-resid,4,0.005369
raw:macro-resid,5,0.005281
raw:macro-resid,6,0.005253
raw:opcodes+literals,0,0.005250
raw:opcodes+literals,1,0.005214
raw:opcodes+literals,2,0.005517
raw:opcodes+literals,3,0.005346
raw:opcodes+literals,4,0.005217
raw:opcodes+literals,5,0.005354
raw:opcodes+literals,6,0.005290
raw:ALL9,0,0.005170
raw:ALL9,1,0.005240
raw:ALL9,2,0.005407
raw:ALL9,3,0.005326
raw:ALL9,4,0.005509
raw:ALL9,5,0.005273
raw:ALL9,6,0.005242
