variant,rep,seconds
full,0,0.002732
full,1,0.002625
full,2,0.002885
full,3,0.004959
full,4,0.003093
full,5,0.002513
full,6,0.002533
no-lit-pull,0,0.002563
no-lit-pull,1,0.002540
no-lit-pull,2,0.002775
no-lit-pull,3,0.003735
no-lit-pull,4,0.002805
no-lit-pull,5,0.002463
no-lit-pull,6,0.003342
no-copy,0,0.002448
no-copy,1,0.002320
no-copy,2,0.002738
no-copy,3,0.002821
no-copy,4,0.002851
no-copy,5,0.002390
no-copy,6,0.002841
no-macro,0,0.001912
no-macro,1,0.001890
no-macro,2,0.001911
no-macro,3,0.001831
no-macro,4,0.001922
no-macro,5,0.001804
no-macro,6,0.002220
setup-only,0,0.001535
setup-only,1,0.001664
setup-only,2,0.001868
setup-only,3,0.001594
setup-only,4,0.001563
setup-only,5,0.001508
setup-only,6,0.001646
opcode-pull-only,0,0.001558
opcode-pull-only,1,0.001804
opcode-pull-only,2,0.001951
opcode-pull-only,3,0.001753
opcode-pull-only,4,0.001614
opcode-pull-only,5,0.001547
opcode-pull-only,6,0.001690
